gender,age,height,weight,race,major,year,centre
Male,20.92,170.38,64.86,Hispanic,Biology,2001,Online
Female,21.53,171.12,65.2,Hispanic,Political Science,2000,Online
Male,18.69,167.72,64.4,Hispanic,Economics and Finance,2002,Campus
Female,20.4,170.31,66.1,Hispanic,Economics and Finance,2001,Campus
Male,21.36,171.06,67.12,Hispanic,Political Science,2000,Online
Female,18.35,168.87,62.83,Hispanic,Mathematics and Statistics,2002,Campus
Male,18.44,168.81,63.55,Hispanic,Economics and Finance,2001,Online
Female,17.65,167.96,63.73,Hispanic,Political Science,2000,Campus
Female,20.69,169.45,63.87,Hispanic,Biology,2002,Online
Male,19.99,170.21,64.64,Hispanic,Biology,2001,Online
Male,19.83,170.54,65.96,Hispanic,Economics and Finance,2000,Campus
Male,21.28,171.54,65.47,Hispanic,Mathematics and Statistics,2002,Online
Male,19.75,170.27,65.42,Hispanic,Economics and Finance,2001,Campus
Female,19.77,168.43,64.42,Hispanic,Mathematics and Statistics,2000,Online
Male,19.8,170.88,65.07,Hispanic,Economics and Finance,2002,Campus
Female,20.89,170.63,64.22,Hispanic,Social Sciences,2001,Online
Female,17.71,168.59,64.93,Hispanic,Mathematics and Statistics,2000,Online
Male,21.26,170.24,66.68,Hispanic,Mathematics and Statistics,2002,Campus
Female,19.8,169.92,67.62,Hispanic,Economics and Finance,2001,Online
Female,19.83,170.13,63.85,Hispanic,Political Science,2000,Campus
Female,19.6,170.24,64.96,Hispanic,Biology,2002,Campus
Female,18.77,169.54,64.5,Hispanic,Environmental Sciences,2001,Online
Male,19.55,169.86,64.94,Hispanic,Political Science,2000,Campus
Male,20.51,169.65,65.32,Hispanic,Political Science,2002,Campus
Male,19.5,169.23,63.93,Hispanic,Economics and Finance,2001,Online
Female,19.78,170.56,65.13,Hispanic,Biology,2000,Online
Female,20.59,171.16,65.25,Hispanic,Political Science,2002,Online
Male,20.32,171.4,65.21,Hispanic,Biology,2001,Online
Female,18.05,168.23,63.88,Hispanic,Political Science,2000,Campus
Male,19.97,170.69,66.61,Hispanic,Political Science,2002,Online
Female,19.3,169.92,64.77,Hispanic,Political Science,2001,Online
Female,20.39,170.34,65.46,Hispanic,Biology,2000,Online
Male,19.53,170.25,62.96,Hispanic,Economics and Finance,2002,Campus
Female,21.6,172.26,66.01,Hispanic,Social Sciences,2001,Campus
Female,20.09,170.78,66.25,Hispanic,Social Sciences,2000,Campus
Female,21.06,171.49,66.09,Hispanic,Political Science,2002,Online
Female,19.49,169.4,65.8,Hispanic,Environmental Sciences,2001,Online
Male,19.41,169.56,65.7,Hispanic,Social Sciences,2000,Campus
Male,20.77,169.69,65.39,Hispanic,Economics and Finance,2002,Online
Male,19.97,169.94,65.26,Hispanic,Biology,2001,Online
Female,19.04,167.55,63.8,Hispanic,Biology,2000,Campus
Male,20.93,171.73,66.08,Hispanic,Mathematics and Statistics,2002,Online
Male,20.15,169.99,63.18,Hispanic,Political Science,2001,Online
Female,19.58,169.66,65.11,Hispanic,Environmental Sciences,2000,Campus
Female,19.26,169.71,64.87,Hispanic,Biology,2002,Campus
Female,19.65,170.07,65.06,Hispanic,Political Science,2001,Campus
Female,19.38,168.92,62.7,Hispanic,Social Sciences,2000,Campus
Female,20.62,170.51,66.14,Hispanic,Biology,2002,Campus
Male,18.71,169.37,63.32,Hispanic,Social Sciences,2001,Campus
Female,18.25,168.24,63.4,Hispanic,Social Sciences,2000,Online
Female,21.13,171.81,65.64,Hispanic,Biology,2002,Campus
Male,18.69,168.54,64.39,Hispanic,Economics and Finance,2001,Campus
Female,19.53,168.88,64.22,Hispanic,Economics and Finance,2000,Online
Male,22.17,170.87,66.23,Hispanic,Environmental Sciences,2002,Campus
Male,19.83,169.21,62.78,Hispanic,Mathematics and Statistics,2001,Online
Male,21.69,171.82,65.4,Hispanic,Environmental Sciences,2000,Campus
Female,18.77,169.75,65.21,Hispanic,Mathematics and Statistics,2002,Online
Female,19.88,170.5,65.57,Hispanic,Biology,2001,Online
Male,19.38,168.03,63.64,Hispanic,Biology,2000,Online
Female,20.56,170.89,63.83,Hispanic,Political Science,2002,Campus
Female,20.43,171,66.22,Hispanic,Biology,2001,Campus
Male,19.12,169.73,64.41,Hispanic,Biology,2000,Campus
Male,19.34,169.55,64.78,Hispanic,Economics and Finance,2002,Campus
Female,19.6,168.28,64.49,Hispanic,Environmental Sciences,2001,Online
Female,18.52,168.04,63.1,Hispanic,Economics and Finance,2000,Online
Male,18.99,168.74,64.64,Hispanic,Political Science,2002,Online
Female,20.81,170.05,65.87,Hispanic,Political Science,2001,Online
Female,20.01,170.27,64.45,Hispanic,Political Science,2000,Campus
Male,20.14,170.56,65.52,Hispanic,Economics and Finance,2002,Online
Female,18.14,167.33,63.98,Hispanic,Economics and Finance,2001,Online
Female,20.17,171.42,64.14,Hispanic,Political Science,2000,Online
Female,20.63,168.7,65.09,Hispanic,Environmental Sciences,2002,Campus
Male,18.5,169.49,64.68,Hispanic,Biology,2001,Online
Female,19.62,168.1,64.6,Hispanic,Social Sciences,2000,Online
Female,20.24,169.44,65.16,Hispanic,Social Sciences,2002,Campus
Male,20.06,170.11,65.79,Hispanic,Mathematics and Statistics,2001,Online
Female,20.43,169.86,65.31,Hispanic,Political Science,2000,Online
Female,19.82,168.77,64.93,Hispanic,Environmental Sciences,2002,Online
Female,20.36,169.98,64,Hispanic,Political Science,2001,Campus
Female,20.6,170.64,64.25,Hispanic,Environmental Sciences,2000,Online
Male,19.68,171.41,66.12,Hispanic,Economics and Finance,2002,Campus
Female,21.46,171.67,65.3,Hispanic,Economics and Finance,2001,Campus
Female,20.7,169.36,65.37,Hispanic,Economics and Finance,2000,Online
Female,19.98,170.75,66.01,Hispanic,Environmental Sciences,2002,Campus
Female,19.68,169.23,64.12,Hispanic,Environmental Sciences,2001,Online
Male,21.96,172.24,65.68,Hispanic,Political Science,2000,Online
Female,21.05,170.79,65.43,Hispanic,Economics and Finance,2002,Online
Female,20.09,171.4,66.59,Hispanic,Political Science,2001,Online
Male,21.53,170.99,64.95,Hispanic,Biology,2000,Campus
Male,21.52,170.54,65.22,Hispanic,Political Science,2002,Campus
Male,18.02,168.42,65.01,Hispanic,Mathematics and Statistics,2001,Online
Male,20.33,169.56,64.62,Hispanic,Biology,2000,Campus
Male,20.33,170.45,65,Hispanic,Economics and Finance,2002,Campus
Female,21.07,169.98,66.34,Hispanic,Environmental Sciences,2001,Online
Male,20.99,171.09,66.05,Hispanic,Social Sciences,2000,Online
Female,16.87,167.84,64.36,Hispanic,Environmental Sciences,2002,Campus
Male,19.83,170.44,64.41,Hispanic,Social Sciences,2001,Campus
Female,21.21,171.6,66.36,Hispanic,Environmental Sciences,2000,Online
Male,19.24,170.01,64.39,Hispanic,Social Sciences,2002,Online
Female,21.01,169.61,64.24,Hispanic,Political Science,2001,Online
Female,20.31,171.6,66.07,Hispanic,Political Science,2000,Online
Female,20.93,171.53,66.33,Hispanic,Social Sciences,2002,Campus
Female,19.94,169.52,64.4,Hispanic,Social Sciences,2001,Online
Male,20.4,170.62,64.86,Hispanic,Mathematics and Statistics,2000,Campus
Male,16.92,168.55,64.59,Hispanic,Environmental Sciences,2002,Online
Female,20.53,171.65,66.4,Hispanic,Social Sciences,2001,Campus
Male,19.34,169.09,64.17,Hispanic,Economics and Finance,2000,Online
Male,19.64,168.94,63.62,Hispanic,Environmental Sciences,2002,Campus
Male,18.58,168.74,65.14,Hispanic,Social Sciences,2001,Campus
Male,18.53,169.41,64.99,Hispanic,Economics and Finance,2000,Campus
Female,19.61,169.04,65.01,Hispanic,Social Sciences,2002,Online
Male,19.6,169.55,66.2,Hispanic,Political Science,2001,Online
Female,19.86,170.07,65.81,Hispanic,Biology,2000,Campus
Female,21.17,170.38,65.87,Hispanic,Economics and Finance,2002,Online
Female,19.41,169.56,63.66,Hispanic,Mathematics and Statistics,2001,Online
Male,20.72,169.9,63.4,Hispanic,Environmental Sciences,2000,Online
Male,21.88,169.81,65.06,Hispanic,Political Science,2002,Online
Female,18.47,168.06,65,Hispanic,Biology,2001,Online
Male,20.14,169.81,65.85,Hispanic,Environmental Sciences,2000,Online
Male,20.71,171.55,65.23,Hispanic,Economics and Finance,2002,Online
Female,17.53,167.64,63.49,Hispanic,Social Sciences,2001,Campus
Female,19.35,170.22,65.32,Hispanic,Environmental Sciences,2000,Campus
Male,20.07,169.62,63.69,Hispanic,Environmental Sciences,2002,Online
Male,19.33,168.51,64.18,Hispanic,Biology,2001,Online
Female,20.46,170.56,65.69,Hispanic,Political Science,2000,Online
Male,19.99,170.42,65.63,Hispanic,Mathematics and Statistics,2002,Campus
Male,20.4,170.3,64.1,Hispanic,Mathematics and Statistics,2001,Campus
Female,22.39,172.18,65.92,Hispanic,Social Sciences,2000,Online
Male,20.96,171.56,65.97,Hispanic,Mathematics and Statistics,2002,Online
Male,19.33,169.12,64.79,Hispanic,Economics and Finance,2001,Campus
Female,19.47,168.97,66.22,Hispanic,Social Sciences,2000,Online
Female,20.72,169.63,62.84,Hispanic,Environmental Sciences,2002,Online
Female,21.43,170.67,64.75,Hispanic,Mathematics and Statistics,2001,Online
Male,19.6,168.14,62.87,Hispanic,Environmental Sciences,2000,Online
Male,21.27,171.83,64.3,Hispanic,Economics and Finance,2002,Online
Female,20.03,170.82,65.21,Hispanic,Political Science,2001,Online
Male,19.14,168.19,64.37,Hispanic,Economics and Finance,2000,Online
Male,19.93,169.5,63.85,Hispanic,Biology,2002,Online
Female,19.15,170.57,66.45,Hispanic,Biology,2001,Online
Female,19.73,169.01,62.57,Hispanic,Biology,2000,Online
Male,20.02,169.14,65.18,Hispanic,Economics and Finance,2002,Campus
Male,19.7,170.81,65.1,Hispanic,Environmental Sciences,2001,Campus
Female,19.31,169.13,64.48,Hispanic,Mathematics and Statistics,2000,Online
Male,18.98,168.54,63.98,Hispanic,Economics and Finance,2002,Online
Male,21.05,170.36,64.8,Hispanic,Political Science,2001,Campus
Female,20.92,171.41,67.78,Hispanic,Environmental Sciences,2000,Online
Female,20.77,170.34,64.8,Hispanic,Biology,2002,Campus
Female,20.61,170.13,65.08,Hispanic,Environmental Sciences,2001,Online
Male,19.45,169.68,65.26,Hispanic,Biology,2000,Online
Male,19.13,169.87,63.25,Hispanic,Mathematics and Statistics,2002,Campus
Female,19.94,169.45,65.78,Hispanic,Political Science,2001,Online
Female,21.09,171.76,66.21,Hispanic,Social Sciences,2000,Online
Male,20.14,170.41,64.58,Hispanic,Mathematics and Statistics,2002,Online
Male,20.66,170.91,65.81,Hispanic,Mathematics and Statistics,2001,Online
Female,18.33,169.25,64.71,Hispanic,Biology,2000,Campus
Female,21.37,170.58,66.36,Hispanic,Biology,2002,Online
Male,19.4,169.1,63.04,Hispanic,Economics and Finance,2001,Campus
Female,19.65,169.48,65.82,Hispanic,Biology,2000,Campus
Male,20.09,170.18,65.29,Hispanic,Economics and Finance,2002,Online
Male,20.68,170.8,65.02,Hispanic,Mathematics and Statistics,2001,Online
Male,20.96,170.27,66.31,Hispanic,Mathematics and Statistics,2000,Campus
Male,19.65,170.42,65.67,Hispanic,Environmental Sciences,2002,Online
Female,19.74,169.7,66.19,Hispanic,Environmental Sciences,2001,Online
Female,20.75,170.3,65.23,Hispanic,Economics and Finance,2000,Online
Female,19.25,168.62,64.22,Hispanic,Social Sciences,2002,Online
Female,18.3,168.65,63.62,Hispanic,Economics and Finance,2001,Online
Female,19.29,169.37,63.33,Hispanic,Biology,2000,Campus
Female,19.48,170.06,65.01,Hispanic,Social Sciences,2002,Campus
Female,20.47,170.5,65.36,Hispanic,Social Sciences,2001,Campus
Female,18.24,168.8,64.5,Hispanic,Biology,2000,Campus
Female,19.28,168.34,63.87,Hispanic,Environmental Sciences,2002,Online
Male,19.06,167.72,64.01,Hispanic,Environmental Sciences,2001,Online
Female,19.41,169.67,65.44,Hispanic,Political Science,2000,Online
Female,19.58,169.33,65.11,Hispanic,Social Sciences,2002,Campus
Female,19.88,169.17,64.26,Hispanic,Environmental Sciences,2001,Online
Female,18.59,167.56,63.1,Hispanic,Economics and Finance,2000,Online
Male,19.41,169.38,63.78,Hispanic,Mathematics and Statistics,2002,Online
Female,19.38,170.54,65.65,Hispanic,Biology,2001,Campus
Female,20.31,170.13,63.98,Hispanic,Biology,2000,Campus
Female,19.56,168.4,64.19,Hispanic,Environmental Sciences,2002,Online
Male,21.35,171.64,65.72,Hispanic,Economics and Finance,2001,Campus
Male,20.24,169.05,64.68,Hispanic,Mathematics and Statistics,2000,Campus
Male,18.84,169.61,64.8,Hispanic,Economics and Finance,2002,Campus
Female,19.45,168.99,65.8,Hispanic,Mathematics and Statistics,2001,Campus
Female,17.35,168.22,64.69,Hispanic,Political Science,2000,Online
Female,19.86,171.5,65.84,Hispanic,Biology,2002,Campus
Male,19.08,170.44,64.42,Hispanic,Economics and Finance,2001,Online
Female,19.88,169.61,66.21,Hispanic,Political Science,2000,Campus
Female,20.03,170.7,65.37,Hispanic,Environmental Sciences,2002,Online
Male,20.51,171.55,65.62,Hispanic,Mathematics and Statistics,2001,Campus
Female,19.23,169.02,64.61,Hispanic,Environmental Sciences,2000,Online
Male,19.65,169.17,63.05,Hispanic,Economics and Finance,2002,Campus
Female,20.33,169.61,65.72,Hispanic,Economics and Finance,2001,Campus
Male,19.38,169.86,63.36,Hispanic,Mathematics and Statistics,2000,Online
Male,19.79,168.83,63.97,Hispanic,Environmental Sciences,2002,Online
Female,20.95,170.56,64.44,Hispanic,Political Science,2001,Campus
Female,19.97,169.9,65.41,Hispanic,Economics and Finance,2000,Campus
Female,20.4,170.95,63.39,Hispanic,Social Sciences,2002,Online
Female,20.54,169.59,63.83,Hispanic,Political Science,2001,Online
Male,19.54,170.41,65.4,Hispanic,Economics and Finance,2000,Online
Female,19.35,170.58,64.97,Hispanic,Environmental Sciences,2002,Online
Female,21.51,169.95,65.66,Hispanic,Political Science,2001,Online
Male,20.59,170.63,65.57,Hispanic,Mathematics and Statistics,2000,Campus
Female,21.05,171.87,65.89,Hispanic,Biology,2002,Online
Female,20.15,168.54,63.81,Hispanic,Biology,2001,Campus
Male,20.94,170.22,65.36,Hispanic,Political Science,2000,Campus
Male,20.43,170.16,65.58,Hispanic,Biology,2002,Campus
Male,20.04,170.78,66.82,Hispanic,Mathematics and Statistics,2001,Online
Male,19.25,170.01,64.28,Hispanic,Economics and Finance,2000,Online
Female,19.66,170.36,65.42,Hispanic,Mathematics and Statistics,2002,Online
Male,17.54,166.74,61.22,Hispanic,Social Sciences,2001,Online
Male,19.53,169.91,65.04,Hispanic,Economics and Finance,2000,Campus
Female,19.14,170,65.2,Hispanic,Political Science,2002,Online
Male,20.72,171.09,65.53,Hispanic,Economics and Finance,2001,Campus
Female,21.36,171.16,65.49,Hispanic,Political Science,2000,Campus
Male,19.07,169.19,65.61,Hispanic,Environmental Sciences,2002,Campus
Male,18.12,167.85,63.25,Hispanic,Environmental Sciences,2001,Campus
Male,20.6,170.92,66.2,Hispanic,Environmental Sciences,2000,Campus
Male,19.18,169.91,66.14,Hispanic,Social Sciences,2002,Online
Female,18.84,168.85,62.6,Hispanic,Mathematics and Statistics,2001,Campus
Male,18.36,168.14,63.22,Hispanic,Environmental Sciences,2000,Campus
Male,19.32,168.43,63.34,Hispanic,Mathematics and Statistics,2002,Online
Male,22.15,171.02,65.43,Hispanic,Social Sciences,2001,Online
Female,18.98,168.88,65.43,Hispanic,Environmental Sciences,2000,Online
Female,20.37,170.21,66.79,Hispanic,Environmental Sciences,2002,Campus
Female,21.17,170.8,66.22,Hispanic,Environmental Sciences,2001,Online
Female,18.86,169.73,64.23,Hispanic,Biology,2000,Online
Female,19.73,169.97,66.05,Hispanic,Environmental Sciences,2002,Online
Male,19.5,169.25,64.7,Hispanic,Economics and Finance,2001,Campus
Female,18.85,169.05,64.69,Hispanic,Political Science,2000,Online
Female,18.82,169.03,64.93,Hispanic,Biology,2002,Online
Male,19.3,168.91,64.09,Hispanic,Mathematics and Statistics,2001,Campus
Male,21.13,170.37,64.56,Hispanic,Biology,2000,Online
Male,19.52,168.85,64.1,Hispanic,Mathematics and Statistics,2002,Online
Male,20.18,170.68,64.24,Hispanic,Political Science,2001,Online
Female,20.97,170.6,65.19,Hispanic,Environmental Sciences,2000,Online
Female,19.75,169.06,65.99,Hispanic,Biology,2002,Campus
Male,20.86,171,66.24,Hispanic,Environmental Sciences,2001,Campus
Male,20.39,170.1,65.34,Hispanic,Biology,2000,Campus
Male,19.98,170.15,64.06,Hispanic,Biology,2002,Online
Female,20.22,170.3,66.28,Hispanic,Social Sciences,2001,Campus
Male,19.89,169.93,65.07,Hispanic,Biology,2000,Campus
Male,21.22,170.67,65.36,Hispanic,Environmental Sciences,2002,Online
Female,20.23,169.4,65.67,Hispanic,Environmental Sciences,2001,Online
Male,19.54,169.85,65.54,Hispanic,Environmental Sciences,2000,Online
Female,19.1,169.9,64.41,Hispanic,Social Sciences,2002,Online
Male,19.99,168.71,64.1,Hispanic,Environmental Sciences,2001,Online
Male,19.54,169.16,63.78,Hispanic,Economics and Finance,2000,Campus
Male,20.05,170.39,65.41,Hispanic,Economics and Finance,2002,Online
Female,20,170.25,65.95,Hispanic,Biology,2001,Campus
Female,21.63,172.41,66.7,Hispanic,Environmental Sciences,2000,Campus
Female,19.92,170.38,64.37,Hispanic,Environmental Sciences,2002,Campus
Female,19.84,170.12,65.94,Hispanic,Political Science,2001,Campus
Male,20.59,170.81,65.56,Hispanic,Mathematics and Statistics,2000,Online
Male,20.09,169.59,64.86,Hispanic,Political Science,2002,Campus
Female,21.96,170.57,65.37,Hispanic,Political Science,2001,Online
Male,20.44,170.23,63.93,Hispanic,Environmental Sciences,2000,Online
Female,19.71,170.21,66.44,Hispanic,Environmental Sciences,2002,Online
Female,19.96,171.78,65.42,Hispanic,Economics and Finance,2001,Online
Female,17,168.79,62.93,Hispanic,Political Science,2000,Online
Female,20.03,169.21,65,Hispanic,Mathematics and Statistics,2002,Online
Female,20.25,170.06,64.42,Hispanic,Biology,2001,Online
Female,18.06,167.66,63.35,Hispanic,Biology,2000,Online
Female,20.49,170.41,64.68,Hispanic,Political Science,2002,Online
Male,20.24,170.65,65.74,Hispanic,Mathematics and Statistics,2001,Online
Female,21.54,171.05,66.03,Hispanic,Social Sciences,2000,Campus
Female,19.28,169.95,64.12,Hispanic,Political Science,2002,Online
Male,21.05,172,64.73,Hispanic,Political Science,2001,Online
Female,20.34,170.95,65.75,Hispanic,Political Science,2000,Campus
Male,20.32,170.51,66.39,Hispanic,Social Sciences,2002,Campus
Male,19.53,169.7,65.16,Hispanic,Mathematics and Statistics,2001,Campus
Male,19.95,168.44,64.29,Hispanic,Economics and Finance,2000,Campus
Female,20.81,171.03,64.13,Hispanic,Political Science,2002,Campus
Female,20,170.41,65.39,Hispanic,Political Science,2001,Online
Female,21.77,170.56,63.93,Hispanic,Environmental Sciences,2000,Campus
Male,19.14,170.2,65.63,Hispanic,Biology,2002,Online
Female,19.82,168.55,64.56,Hispanic,Social Sciences,2001,Campus
Male,20.03,171.1,66.3,Hispanic,Environmental Sciences,2000,Online
Male,19.53,170.1,66.53,Hispanic,Economics and Finance,2002,Online
Female,19,169.74,63.9,Hispanic,Economics and Finance,2001,Online
Female,19.58,168.58,63.34,Hispanic,Economics and Finance,2000,Online
